,position,song,artist,popularity,duration_ms,album_type,release_date
7010,11,LUCES DE TECNO,Feid,79,163786,album,2023-09-29
7011,12,QLONA,KAROL G,93,172797,album,2023-08-10
7012,13,COSAS QUE NO TE DIJE,Saiko,79,224725,single,2021-09-17
7013,14,Lollipop,Darell,70,199946,album,2023-07-28
7014,15,BABY HELLO,Rauw Alejandro,78,222461,album,2023-07-07
7016,17,Antidepresivos,Saiko,78,145384,single,2023-08-03
7017,18,DONDE SE APRENDE A QUERER?,Mora,87,144427,album,2023-08-28
7018,19,El Merengue,Marshmello & Manuel Turizo,89,189668,single,2023-03-03
7019,20,Arena y Sal,Omar Montes & Saiko & Tunvao,81,174415,single,2023-05-18
7020,21,El Cielo,Sky Rompiendo & Feid & Myke Towers,88,191320,single,2023-06-02
7022,23,A 300,JC Reyes & Pedro Calderon,77,169208,single,2023-02-17
7023,24,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,87,215600,single,2023-05-12
7024,25,Eva Longoria,Ozuna,80,199850,album,2023-05-26
7025,26,Madrid City,Ana Mena,68,172727,single,2023-09-29
7026,27,Classy 101,Feid & Young Miko,93,195986,single,2023-03-31
7027,28,Supernova,Saiko,78,190909,single,2023-04-19
7028,29,FERXXO 151,Feid,71,195320,album,2023-09-29
7029,30,Clavaito,Chanel & Abraham Mateo,79,162740,single,2023-04-27
7030,31,GATITA GANGSTER,KAROL G,77,170920,album,2023-08-10
7031,32,BESOS (with Kidd Keo & Neelo),SwaggGlock & Kidd Keo & Neelo,77,172852,single,2023-08-27
7032,33,PLAYA DEL INGLÉS,Quevedo,81,237525,album,2023-01-20
7033,34,No_se_ve.mp3,Emilia & LUDMILLA & ZECCA,85,203636,single,2023-05-03
7034,35,Narcotics (with Bryant Myers),Dei V & Bryant Myers,75,173991,single,2023-09-14
7035,36,PASAJERO,Mora,82,149538,album,2023-08-28
7036,37,EL TONTO,Lola Indigo,78,187986,album,2023-04-13
7037,38,La Bachata,Manuel Turizo,85,162637,album,2023-03-17
7038,39,El Mambo,Kiko Rivera,60,129845,single,2023-07-13
7039,40,COCO LOCO,Maluma,73,166734,album,2023-08-25
7040,41,Chulo pt.2,Bad Gyal & Tokischa & Young Miko,90,219333,single,2023-06-22
7041,42,CORAZÓN VACÍO,Maria Becerra,87,160535,single,2023-06-22
7042,43,BUBALU,Feid,71,228253,album,2023-09-29
7043,44,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Bizarrap & Rauw Alejandro,83,191254,single,2023-06-21
7045,46,BESO,ROSALÍA & Rauw Alejandro,89,194543,single,2023-03-24
7046,47,PUNTO G,Quevedo,84,151324,album,2023-01-20
7047,48,Nochentera,Vicco,77,202184,single,2022-12-19
7048,49,WANDA,Quevedo,82,160909,album,2023-01-20
7049,50,WHERE SHE GOES,Bad Bunny,93,231704,single,2023-05-18
7050,1,Si No Estás,iñigo quintero,87,184061,single,2022-09-23
7051,2,Buenas,Quevedo & Saiko,85,192954,single,2023-09-22
7052,3,REINA,Mora,89,211879,album,2023-08-28
7053,4,Columbia,Quevedo,96,186000,single,2023-07-07
7054,5,Holanda,Jhayco,92,231693,single,2023-07-28
7055,6,UN PREVIEW,Bad Bunny,90,165582,single,2023-09-25
7056,7,LALA,Myke Towers,97,197920,album,2023-03-23
7057,8,MODELITO,Mora,82,190496,album,2022-11-03
7058,9,POLARIS - Remix,Saiko & Feid & Quevedo,86,288000,single,2023-06-08
7059,10,Lollipop,Darell,72,199946,album,2023-07-28
7060,11,Quien Es Dei V?,Dei V,77,162244,single,2023-03-17
7061,12,QLONA,KAROL G,93,172797,album,2023-08-10
7062,13,COSAS QUE NO TE DIJE,Saiko,79,224725,single,2021-09-17
7063,14,LUCES DE TECNO,Feid,80,163786,album,2023-09-29
7064,15,BABY HELLO,Rauw Alejandro,78,222461,album,2023-07-07
7066,17,Antidepresivos,Saiko,78,145384,single,2023-08-03
7067,18,DONDE SE APRENDE A QUERER?,Mora,87,144427,album,2023-08-28
7068,19,El Merengue,Marshmello & Manuel Turizo,89,189668,single,2023-03-03
7069,20,Arena y Sal,Omar Montes & Saiko & Tunvao,81,174415,single,2023-05-18
7070,21,El Cielo,Sky Rompiendo & Feid & Myke Towers,88,191320,single,2023-06-02
7072,23,El Mambo,Kiko Rivera,60,129845,single,2023-07-13
7073,24,A 300,JC Reyes & Pedro Calderon,77,169208,single,2023-02-17
7074,25,Narcotics (with Bryant Myers),Dei V & Bryant Myers,76,173991,single,2023-09-14
7075,26,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,87,215600,single,2023-05-12
7076,27,Eva Longoria,Ozuna,80,199850,album,2023-05-26
7077,28,Madrid City,Ana Mena,68,172727,single,2023-09-29
7078,29,Supernova,Saiko,78,190909,single,2023-04-19
7079,30,PLAYA DEL INGLÉS,Quevedo,81,237525,album,2023-01-20
7080,31,Classy 101,Feid & Young Miko,93,195986,single,2023-03-31
7081,32,FERXXO 151,Feid,72,195320,album,2023-09-29
7082,33,GATITA GANGSTER,KAROL G,78,170920,album,2023-08-10
7083,34,Clavaito,Chanel & Abraham Mateo,79,162740,single,2023-04-27
7084,35,No_se_ve.mp3,Emilia & LUDMILLA & ZECCA,85,203636,single,2023-05-03
7085,36,BESOS (with Kidd Keo & Neelo),SwaggGlock & Kidd Keo & Neelo,77,172852,single,2023-08-27
7086,37,PASAJERO,Mora,82,149538,album,2023-08-28
7087,38,La Bachata,Manuel Turizo,85,162637,album,2023-03-17
7088,39,COCO LOCO,Maluma,74,166734,album,2023-08-25
7089,40,EL TONTO,Lola Indigo,78,187986,album,2023-04-13
7090,41,Chulo pt.2,Bad Gyal & Tokischa & Young Miko,90,219333,single,2023-06-22
7091,42,CORAZÓN VACÍO,Maria Becerra,87,160535,single,2023-06-22
7092,43,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Bizarrap & Rauw Alejandro,83,191254,single,2023-06-21
7093,44,BUBALU,Feid,72,228253,album,2023-09-29
7095,46,PUNTO G,Quevedo,84,151324,album,2023-01-20
7096,47,BESO,ROSALÍA & Rauw Alejandro,89,194543,single,2023-03-24
7097,48,WANDA,Quevedo,82,160909,album,2023-01-20
7098,49,Nochentera,Vicco,77,202184,single,2022-12-19
7099,50,WHERE SHE GOES,Bad Bunny,93,231704,single,2023-05-18
7100,1,"Milo J: Bzrp Music Sessions, Vol. 57",Bizarrap & Milo j,74,189901,single,2023-10-03
7101,2,Si No Estás,iñigo quintero,88,184061,single,2022-09-23
7102,3,Buenas,Quevedo & Saiko,85,192954,single,2023-09-22
7103,4,REINA,Mora,89,211879,album,2023-08-28
7104,5,Columbia,Quevedo,96,186000,single,2023-07-07
7105,6,Holanda,Jhayco,92,231693,single,2023-07-28
7106,7,LALA,Myke Towers,97,197920,album,2023-03-23
7107,8,Lollipop,Darell,73,199946,album,2023-07-28
7108,9,UN PREVIEW,Bad Bunny,90,165582,single,2023-09-25
7109,10,El Mambo,Kiko Rivera,65,129845,single,2023-07-13
7110,11,MODELITO,Mora,82,190496,album,2022-11-03
7111,12,No Estuviste En Lo Malo - REMIX,Morad & Beny Jr & DELLAFUENTE,63,268320,single,2023-10-04
7112,13,Quien Es Dei V?,Dei V,77,162244,single,2023-03-17
7113,14,POLARIS - Remix,Saiko & Feid & Quevedo,86,288000,single,2023-06-08
7114,15,QLONA,KAROL G,93,172797,album,2023-08-10
7116,17,BABY HELLO,Rauw Alejandro,78,222461,album,2023-07-07
7117,18,LUCES DE TECNO,Feid,81,163786,album,2023-09-29
7118,19,COSAS QUE NO TE DIJE,Saiko,79,224725,single,2021-09-17
7119,20,El Merengue,Marshmello & Manuel Turizo,89,189668,single,2023-03-03
7120,21,Antidepresivos,Saiko,79,145384,single,2023-08-03
7122,23,DONDE SE APRENDE A QUERER?,Mora,87,144427,album,2023-08-28
7124,25,Fruto,Bizarrap & Milo j,68,132294,single,2023-10-04
7125,26,Arena y Sal,Omar Montes & Saiko & Tunvao,81,174415,single,2023-05-18
7126,27,El Cielo,Sky Rompiendo & Feid & Myke Towers,88,191320,single,2023-06-02
7127,28,A 300,JC Reyes & Pedro Calderon,77,169208,single,2023-02-17
7128,29,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,87,215600,single,2023-05-12
7129,30,Narcotics (with Bryant Myers),Dei V & Bryant Myers,77,173991,single,2023-09-14
7130,31,Supernova,Saiko,78,190909,single,2023-04-19
7132,33,Eva Longoria,Ozuna,80,199850,album,2023-05-26
7133,34,GATITA GANGSTER,KAROL G,78,170920,album,2023-08-10
7134,35,FERXXO 151,Feid,73,195320,album,2023-09-29
7135,36,No_se_ve.mp3,Emilia & LUDMILLA & ZECCA,85,203636,single,2023-05-03
7136,37,La Bachata,Manuel Turizo,85,162637,album,2023-03-17
7137,38,Classy 101,Feid & Young Miko,93,195986,single,2023-03-31
7138,39,Toy en el Mic,Bizarrap & Milo j,67,137053,single,2023-10-04
7139,40,Clavaito,Chanel & Abraham Mateo,79,162740,single,2023-04-27
7140,41,PLAYA DEL INGLÉS,Quevedo,81,237525,album,2023-01-20
7141,42,No soy Eterno,Bizarrap & Milo j,67,151468,single,2023-10-04
7142,43,COCO LOCO,Maluma,74,166734,album,2023-08-25
7143,44,BESOS (with Kidd Keo & Neelo),SwaggGlock & Kidd Keo & Neelo,77,172852,single,2023-08-27
7144,45,EL TONTO,Lola Indigo,78,187986,album,2023-04-13
7145,46,Chulo pt.2,Bad Gyal & Tokischa & Young Miko,90,219333,single,2023-06-22
7146,47,Madrid City,Ana Mena,69,172727,single,2023-09-29
7147,48,Rara Vez,Taiu & Milo j,86,128677,single,2023-02-08
7148,49,PASAJERO,Mora,82,149538,album,2023-08-28
7149,50,CORAZÓN VACÍO,Maria Becerra,87,160535,single,2023-06-22
7150,1,Si No Estás,iñigo quintero,89,184061,single,2022-09-23
7151,2,"Milo J: Bzrp Music Sessions, Vol. 57",Bizarrap & Milo j,78,189901,single,2023-10-03
7152,3,Buenas,Quevedo & Saiko,85,192954,single,2023-09-22
7153,4,REINA,Mora,89,211879,album,2023-08-28
7154,5,Columbia,Quevedo,96,186000,single,2023-07-07
7155,6,LALA,Myke Towers,97,197920,album,2023-03-23
7156,7,Holanda,Jhayco,92,231693,single,2023-07-28
7157,8,El Mambo,Kiko Rivera,67,129845,single,2023-07-13
7158,9,Lollipop,Darell,75,199946,album,2023-07-28
7159,10,MODELITO,Mora,82,190496,album,2022-11-03
7160,11,UN PREVIEW,Bad Bunny,91,165582,single,2023-09-25
7161,12,POLARIS - Remix,Saiko & Feid & Quevedo,86,288000,single,2023-06-08
7162,13,Quien Es Dei V?,Dei V,78,162244,single,2023-03-17
7163,14,QLONA,KAROL G,93,172797,album,2023-08-10
7164,15,BABY HELLO,Rauw Alejandro,78,222461,album,2023-07-07
7165,16,No Estuviste En Lo Malo - REMIX,Morad & Beny Jr & DELLAFUENTE,67,268320,single,2023-10-04
7166,17,COSAS QUE NO TE DIJE,Saiko,80,224725,single,2021-09-17
7167,18,El Merengue,Marshmello & Manuel Turizo,89,189668,single,2023-03-03
7168,19,LUCES DE TECNO,Feid,81,163786,album,2023-09-29
7169,20,DONDE SE APRENDE A QUERER?,Mora,87,144427,album,2023-08-28
7170,21,Fruto,Bizarrap & Milo j,74,132294,single,2023-10-04
7172,23,Antidepresivos,Saiko,79,145384,single,2023-08-03
7173,24,Arena y Sal,Omar Montes & Saiko & Tunvao,81,174415,single,2023-05-18
7174,25,Toy en el Mic,Bizarrap & Milo j,72,137053,single,2023-10-04
7175,26,NO PIENSO LLAMAR,Soge Culebra & Quevedo & GARABATTO,63,198352,single,2023-10-06
7176,27,El Cielo,Sky Rompiendo & Feid & Myke Towers,88,191320,single,2023-06-02
7178,29,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,87,215600,single,2023-05-12
7179,30,A 300,JC Reyes & Pedro Calderon,77,169208,single,2023-02-17
7180,31,Eva Longoria,Ozuna,80,199850,album,2023-05-26
7181,32,Narcotics (with Bryant Myers),Dei V & Bryant Myers,77,173991,single,2023-09-14
7182,33,PLAYA DEL INGLÉS,Quevedo,81,237525,album,2023-01-20
7183,34,La Bachata,Manuel Turizo,85,162637,album,2023-03-17
7184,35,No_se_ve.mp3,Emilia & LUDMILLA & ZECCA,85,203636,single,2023-05-03
7185,36,GATITA GANGSTER,KAROL G,78,170920,album,2023-08-10
7186,37,Clavaito,Chanel & Abraham Mateo,79,162740,single,2023-04-27
7187,38,Supernova,Saiko,78,190909,single,2023-04-19
7188,39,COCO LOCO,Maluma,74,166734,album,2023-08-25
7189,40,Classy 101,Feid & Young Miko,93,195986,single,2023-03-31
7190,41,No soy Eterno,Bizarrap & Milo j,72,151468,single,2023-10-04
7191,42,FERXXO 151,Feid,73,195320,album,2023-09-29
7192,43,EL TONTO,Lola Indigo,78,187986,album,2023-04-13
7193,44,BESOS (with Kidd Keo & Neelo),SwaggGlock & Kidd Keo & Neelo,77,172852,single,2023-08-27
7194,45,PASAJERO,Mora,82,149538,album,2023-08-28
7195,46,Rara Vez,Taiu & Milo j,87,128677,single,2023-02-08
7196,47,Chulo pt.2,Bad Gyal & Tokischa & Young Miko,90,219333,single,2023-06-22
7197,48,Madrid City,Ana Mena,70,172727,single,2023-09-29
7198,49,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Bizarrap & Rauw Alejandro,83,191254,single,2023-06-21
7199,50,CORAZÓN VACÍO,Maria Becerra,87,160535,single,2023-06-22
7200,1,Si No Estás,iñigo quintero,90,184061,single,2022-09-23
7201,2,"Milo J: Bzrp Music Sessions, Vol. 57",Bizarrap & Milo j,78,189901,single,2023-10-03
7202,3,Buenas,Quevedo & Saiko,85,192954,single,2023-09-22
7203,4,REINA,Mora,89,211879,album,2023-08-28
7204,5,Columbia,Quevedo,96,186000,single,2023-07-07
7205,6,LALA,Myke Towers,97,197920,album,2023-03-23
7206,7,El Mambo,Kiko Rivera,67,129845,single,2023-07-13
7207,8,Lollipop,Darell,75,199946,album,2023-07-28
7208,9,Holanda,Jhayco,92,231693,single,2023-07-28
7209,10,POLARIS - Remix,Saiko & Feid & Quevedo,86,288000,single,2023-06-08
7210,11,MODELITO,Mora,82,190496,album,2022-11-03
7211,12,UN PREVIEW,Bad Bunny,91,165582,single,2023-09-25
7212,13,Quien Es Dei V?,Dei V,78,162244,single,2023-03-17
7213,14,QLONA,KAROL G,93,172797,album,2023-08-10
7214,15,Fruto,Bizarrap & Milo j,77,132294,single,2023-10-04
7215,16,BABY HELLO,Rauw Alejandro,78,222461,album,2023-07-07
7216,17,COSAS QUE NO TE DIJE,Saiko,80,224725,single,2021-09-17
7217,18,No Estuviste En Lo Malo - REMIX,Morad & Beny Jr & DELLAFUENTE,67,268320,single,2023-10-04
7218,19,El Merengue,Marshmello & Manuel Turizo,89,189668,single,2023-03-03
7219,20,DONDE SE APRENDE A QUERER?,Mora,87,144427,album,2023-08-28
7220,21,Antidepresivos,Saiko,79,145384,single,2023-08-03
7221,22,NO PIENSO LLAMAR,Soge Culebra & Quevedo & GARABATTO,63,198352,single,2023-10-06
7222,23,LUCES DE TECNO,Feid,82,163786,album,2023-09-29
7224,25,Toy en el Mic,Bizarrap & Milo j,76,137053,single,2023-10-04
7225,26,Arena y Sal,Omar Montes & Saiko & Tunvao,81,174415,single,2023-05-18
7226,27,El Cielo,Sky Rompiendo & Feid & Myke Towers,88,191320,single,2023-06-02
7227,28,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,87,215600,single,2023-05-12
7228,29,A 300,JC Reyes & Pedro Calderon,77,169208,single,2023-02-17
7229,30,Narcotics (with Bryant Myers),Dei V & Bryant Myers,77,173991,single,2023-09-14
7230,31,No soy Eterno,Bizarrap & Milo j,75,151468,single,2023-10-04
7232,33,Supernova,Saiko,78,190909,single,2023-04-19
7233,34,Rara Vez,Taiu & Milo j,87,128677,single,2023-02-08
7234,35,Eva Longoria,Ozuna,80,199850,album,2023-05-26
7235,36,PLAYA DEL INGLÉS,Quevedo,81,237525,album,2023-01-20
7236,37,La Bachata,Manuel Turizo,85,162637,album,2023-03-17
7237,38,Clavaito,Chanel & Abraham Mateo,79,162740,single,2023-04-27
7238,39,Classy 101,Feid & Young Miko,93,195986,single,2023-03-31
7239,40,No_se_ve.mp3,Emilia & LUDMILLA & ZECCA,85,203636,single,2023-05-03
7240,41,EL TONTO,Lola Indigo,78,187986,album,2023-04-13
7241,42,GATITA GANGSTER,KAROL G,78,170920,album,2023-08-10
7242,43,COCO LOCO,Maluma,74,166734,album,2023-08-25
7243,44,BESOS (with Kidd Keo & Neelo),SwaggGlock & Kidd Keo & Neelo,77,172852,single,2023-08-27
7244,45,PASAJERO,Mora,82,149538,album,2023-08-28
7245,46,FERXXO 151,Feid,73,195320,album,2023-09-29
7246,47,Chulo pt.2,Bad Gyal & Tokischa & Young Miko,90,219333,single,2023-06-22
7247,48,Penas de Antaño,Bizarrap & Milo j,74,201272,single,2023-10-04
7248,49,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Bizarrap & Rauw Alejandro,83,191254,single,2023-06-21
7249,50,CORAZÓN VACÍO,Maria Becerra,87,160535,single,2023-06-22
7250,1,Si No Estás,iñigo quintero,91,184061,single,2022-09-23
7251,2,"Milo J: Bzrp Music Sessions, Vol. 57",Bizarrap & Milo j,81,189901,single,2023-10-03
7252,3,Buenas,Quevedo & Saiko,86,192954,single,2023-09-22
7253,4,REINA,Mora,89,211879,album,2023-08-28
7254,5,El Mambo,Kiko Rivera,70,129845,single,2023-07-13
7255,6,Lollipop,Darell,77,199946,album,2023-07-28
7256,7,Columbia,Quevedo,96,186000,single,2023-07-07
7257,8,LALA,Myke Towers,97,197920,album,2023-03-23
7258,9,MODELITO,Mora,83,190496,album,2022-11-03
7259,10,UN PREVIEW,Bad Bunny,92,165582,single,2023-09-25
7260,11,Holanda,Jhayco,92,231693,single,2023-07-28
7261,12,Quien Es Dei V?,Dei V,78,162244,single,2023-03-17
7262,13,Fruto,Bizarrap & Milo j,79,132294,single,2023-10-04
7263,14,POLARIS - Remix,Saiko & Feid & Quevedo,86,288000,single,2023-06-08
7264,15,QLONA,KAROL G,93,172797,album,2023-08-10
7265,16,NO PIENSO LLAMAR,Soge Culebra & Quevedo & GARABATTO,68,198352,single,2023-10-06
7266,17,COSAS QUE NO TE DIJE,Saiko,80,224725,single,2021-09-17
7267,18,No Estuviste En Lo Malo - REMIX,Morad & Beny Jr & DELLAFUENTE,70,268320,single,2023-10-04
7268,19,BABY HELLO,Rauw Alejandro,78,222461,album,2023-07-07
7269,20,LUCES DE TECNO,Feid,82,163786,album,2023-09-29
7270,21,Antidepresivos,Saiko,79,145384,single,2023-08-03
7271,22,DONDE SE APRENDE A QUERER?,Mora,87,144427,album,2023-08-28
7272,23,El Merengue,Marshmello & Manuel Turizo,89,189668,single,2023-03-03
7273,24,Toy en el Mic,Bizarrap & Milo j,78,137053,single,2023-10-04
7274,25,Narcotics (with Bryant Myers),Dei V & Bryant Myers,78,173991,single,2023-09-14
7276,27,No soy Eterno,Bizarrap & Milo j,77,151468,single,2023-10-04
7277,28,El Cielo,Sky Rompiendo & Feid & Myke Towers,88,191320,single,2023-06-02
7279,30,Arena y Sal,Omar Montes & Saiko & Tunvao,80,174415,single,2023-05-18
7280,31,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,87,215600,single,2023-05-12
7281,32,A 300,JC Reyes & Pedro Calderon,77,169208,single,2023-02-17
7282,33,GATITA GANGSTER,KAROL G,78,170920,album,2023-08-10
7283,34,Supernova,Saiko,78,190909,single,2023-04-19
7284,35,Eva Longoria,Ozuna,80,199850,album,2023-05-26
7285,36,BESOS (with Kidd Keo & Neelo),SwaggGlock & Kidd Keo & Neelo,77,172852,single,2023-08-27
7286,37,Rara Vez,Taiu & Milo j,87,128677,single,2023-02-08
7287,38,Classy 101,Feid & Young Miko,93,195986,single,2023-03-31
7288,39,No_se_ve.mp3,Emilia & LUDMILLA & ZECCA,85,203636,single,2023-05-03
7289,40,FERXXO 151,Feid,74,195320,album,2023-09-29
7290,41,PLAYA DEL INGLÉS,Quevedo,81,237525,album,2023-01-20
7291,42,La Bachata,Manuel Turizo,85,162637,album,2023-03-17
7292,43,EL TONTO,Lola Indigo,78,187986,album,2023-04-13
7293,44,Penas de Antaño,Bizarrap & Milo j,76,201272,single,2023-10-04
7294,45,PASAJERO,Mora,83,149538,album,2023-08-28
7295,46,Clavaito,Chanel & Abraham Mateo,79,162740,single,2023-04-27
7296,47,COCO LOCO,Maluma,74,166734,album,2023-08-25
7297,48,CORAZÓN VACÍO,Maria Becerra,87,160535,single,2023-06-22
7298,49,Chulo pt.2,Bad Gyal & Tokischa & Young Miko,90,219333,single,2023-06-22
7299,50,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Bizarrap & Rauw Alejandro,83,191254,single,2023-06-21
7300,1,Si No Estás,iñigo quintero,91,184061,single,2022-09-23
7301,2,"Milo J: Bzrp Music Sessions, Vol. 57",Bizarrap & Milo j,83,189901,single,2023-10-03
7302,3,Buenas,Quevedo & Saiko,86,192954,single,2023-09-22
7303,4,REINA,Mora,89,211879,album,2023-08-28
7304,5,El Mambo,Kiko Rivera,72,129845,single,2023-07-13
7305,6,Lollipop,Darell,78,199946,album,2023-07-28
7306,7,Columbia,Quevedo,96,186000,single,2023-07-07
7307,8,LALA,Myke Towers,97,197920,album,2023-03-23
7308,9,MODELITO,Mora,83,190496,album,2022-11-03
7309,10,UN PREVIEW,Bad Bunny,92,165582,single,2023-09-25
7310,11,Holanda,Jhayco,92,231693,single,2023-07-28
7311,12,Quien Es Dei V?,Dei V,79,162244,single,2023-03-17
7312,13,Fruto,Bizarrap & Milo j,81,132294,single,2023-10-04
7313,14,POLARIS - Remix,Saiko & Feid & Quevedo,86,288000,single,2023-06-08
7314,15,QLONA,KAROL G,93,172797,album,2023-08-10
7315,16,NO PIENSO LLAMAR,Soge Culebra & Quevedo & GARABATTO,70,198352,single,2023-10-06
7316,17,COSAS QUE NO TE DIJE,Saiko,80,224725,single,2021-09-17
7317,18,No Estuviste En Lo Malo - REMIX,Morad & Beny Jr & DELLAFUENTE,71,268320,single,2023-10-04
7318,19,BABY HELLO,Rauw Alejandro,79,222461,album,2023-07-07
7319,20,LUCES DE TECNO,Feid,82,163786,album,2023-09-29
7320,21,Antidepresivos,Saiko,79,145384,single,2023-08-03
7321,22,DONDE SE APRENDE A QUERER?,Mora,87,144427,album,2023-08-28
7322,23,El Merengue,Marshmello & Manuel Turizo,89,189668,single,2023-03-03
7323,24,Toy en el Mic,Bizarrap & Milo j,79,137053,single,2023-10-04
7324,25,Narcotics (with Bryant Myers),Dei V & Bryant Myers,78,173991,single,2023-09-14
7326,27,No soy Eterno,Bizarrap & Milo j,79,151468,single,2023-10-04
7327,28,El Cielo,Sky Rompiendo & Feid & Myke Towers,88,191320,single,2023-06-02
7329,30,Arena y Sal,Omar Montes & Saiko & Tunvao,80,174415,single,2023-05-18
7330,31,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,87,215600,single,2023-05-12
7331,32,A 300,JC Reyes & Pedro Calderon,77,169208,single,2023-02-17
7332,33,GATITA GANGSTER,KAROL G,79,170920,album,2023-08-10
7333,34,Supernova,Saiko,78,190909,single,2023-04-19
7334,35,Eva Longoria,Ozuna,80,199850,album,2023-05-26
7335,36,BESOS (with Kidd Keo & Neelo),SwaggGlock & Kidd Keo & Neelo,77,172852,single,2023-08-27
7336,37,Rara Vez,Taiu & Milo j,87,128677,single,2023-02-08
7337,38,Classy 101,Feid & Young Miko,93,195986,single,2023-03-31
7338,39,No_se_ve.mp3,Emilia & LUDMILLA & ZECCA,85,203636,single,2023-05-03
7339,40,FERXXO 151,Feid,74,195320,album,2023-09-29
7340,41,PLAYA DEL INGLÉS,Quevedo,81,237525,album,2023-01-20
7341,42,La Bachata,Manuel Turizo,85,162637,album,2023-03-17
7342,43,EL TONTO,Lola Indigo,78,187986,album,2023-04-13
7343,44,Penas de Antaño,Bizarrap & Milo j,78,201272,single,2023-10-04
7344,45,PASAJERO,Mora,83,149538,album,2023-08-28
7345,46,Clavaito,Chanel & Abraham Mateo,79,162740,single,2023-04-27
7346,47,COCO LOCO,Maluma,74,166734,album,2023-08-25
7347,48,CORAZÓN VACÍO,Maria Becerra,87,160535,single,2023-06-22
7348,49,Chulo pt.2,Bad Gyal & Tokischa & Young Miko,91,219333,single,2023-06-22
7349,50,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Bizarrap & Rauw Alejandro,83,191254,single,2023-06-21
7350,1,Si No Estás,iñigo quintero,91,184061,single,2022-09-23
7351,2,"Milo J: Bzrp Music Sessions, Vol. 57",Bizarrap & Milo j,83,189901,single,2023-10-03
7352,3,Buenas,Quevedo & Saiko,86,192954,single,2023-09-22
7353,4,El Mambo,Kiko Rivera,72,129845,single,2023-07-13
7354,5,Lollipop,Darell,78,199946,album,2023-07-28
7355,6,REINA,Mora,89,211879,album,2023-08-28
